Recipe_ID,Dish Name,Ingredients,Dietary Info,Category
259,Chicken 65,"Boneless Chicken, Corn Flour, Curry Leaves, Ginger-Garlic Paste, Kashmiri Chili, Black Pepper, Vinegar, Curd, Green Chilies, Egg",Non-Veg,Appetizer
260,Chicken Korma,"Chicken, Cashew Paste, Yogurt, Nutmeg, Mace, Saffron, Fried Onions, Almonds, Cloves, Cinnamon, Bay Leaf, Ghee",Non-Veg,Curry
261,Chicken Chettinad,"Chicken, Coconut, Black Pepper, Fennel Seeds, Curry Leaves, Tamarind, Cloves, Cardamom, Star Anise, Red Chilies, Poppy Seeds",Non-Veg,Curry
262,Chicken Do Pyaza,"Chicken, Onion (Double Quantity), Yogurt, Ginger-Garlic Paste, Cloves, Cinnamon, Green Chilies, Mustard Oil, Cardamom, Cumin Seeds",Non-Veg,Curry
263,Kolkata Chicken Biryani,"Chicken, Basmati Rice, Potatoes, Ghee, Kewra Water, Saffron, Yogurt, Whole Spices, Fried Onions",Non-Veg,Rice
264,Malvani Chicken Curry,"Chicken, Malvani Masala, Coconut, Poppy Seeds, Tamarind, Cloves, Black Pepper, Curry Leaves, Mustard Seeds",Non-Veg,Curry
265,Chicken Sukka,"Chicken, Coconut, Curry Leaves, Dry Red Chilies, Black Pepper, Cumin, Mustard Seeds, Garlic, Ginger",Non-Veg,Curry
266,Chicken Bhuna,"Chicken, Onion, Tomato, Ginger-Garlic Paste, Garam Masala, Cloves, Cardamom, Kasuri Methi, Red Chilies",Non-Veg,Curry
267,Chicken Rezala,"Chicken, Yogurt, Cashew Paste, Poppy Seeds, Nutmeg, Mace, Ghee, Whole Spices, Green Chilies, White Pepper",Non-Veg,Curry
268,Chicken Changezi,"Chicken, Tomatoes, Cashew Paste, Butter, Yogurt, Garam Masala, Red Chili Powder, Kasuri Methi, Fried Onions, Cream",Non-Veg,Curry
269,Chicken Nihari,"Chicken, Bone Marrow, Garam Masala, Star Anise, Saffron, Cinnamon, Black Pepper, Yogurt, Nutmeg, Mace, Ghee",Non-Veg,Main
270,Chicken Ghee Roast,"Chicken, Ghee, Byadagi Chilies, Tamarind, Curry Leaves, Mustard Seeds, Cloves, Cinnamon, Garlic, Ginger",Non-Veg,Curry
271,Chicken Stew (Kerala Style),"Chicken, Coconut Milk, Curry Leaves, Green Chilies, Cloves, Cardamom, Bay Leaf, Mustard Seeds, Cinnamon",Non-Veg,Soup
272,Dahi Chicken,"Chicken, Yogurt, Roasted Cumin, Ginger-Garlic Paste, Garam Masala, Red Chili Powder, Green Chilies, Ghee",Non-Veg,Curry
273,Chicken Lollipop,"Chicken Wings, Corn Flour, Soy Sauce, Vinegar, Kashmiri Chili Powder, Garlic, Ginger, Black Pepper, Green Chilies",Non-Veg,Appetizer
274,Murg Mussalam,"Whole Chicken, Cashew Paste, Poppy Seeds, Yogurt, Nutmeg, Mace, Cloves, Cinnamon, Cardamom, Bay Leaf, Ghee, Fried Onions",Non-Veg,Main
275,Chicken Shorba,"Chicken, Tomato, Onion, Cinnamon, Black Pepper, Cardamom, Cloves, Bay Leaf, Ginger, Garlic, Butter",Non-Veg,Soup
276,Chicken Manchurian,"Boneless Chicken, Corn Flour, Soy Sauce, Vinegar, Ginger-Garlic Paste, Green Chilies, Spring Onions, Tomato Sauce",Non-Veg,Indo-Chinese
277,Chicken Masala,"Chicken, Onion, Tomato, Ginger-Garlic Paste, Kashmiri Chili Powder, Garam Masala, Kasuri Methi, Green Chilies, Ghee",Non-Veg,Curry
278,Chicken Frankie,"Chicken, Roti, Green Chilies, Egg, Garlic, Cumin, Chat Masala, Cheese, Onions, Lemon Juice",Non-Veg,Wrap
279,Bengali Fish Curry (Machher Jhol),"Rohu Fish, Potatoes, Mustard Oil, Tomatoes, Green Chilies, Panch Phoron, Turmeric, Cumin, Red Chili Powder, Coriander Powder, Bay Leaf, Mustard Seeds",Non-Veg,Curry
280,Goan Fish Curry,"Kingfish/Pomfret, Coconut, Tamarind, Red Chilies, Garlic, Ginger, Coriander Seeds, Mustard Seeds, Turmeric, Curry Leaves",Non-Veg,Curry
281,Malabar Fish Curry,"Seer Fish, Coconut, Tamarind, Curry Leaves, Mustard Seeds, Dry Red Chilies, Green Chilies, Turmeric, Fenugreek Seeds",Non-Veg,Curry
282,Meen Kuzhambu (Tamil Nadu Fish Curry),"Kingfish, Tamarind, Shallots, Garlic, Curry Leaves, Mustard Seeds, Fenugreek, Dry Red Chilies, Black Pepper, Green Chilies, Turmeric, Coconut Oil",Non-Veg,Curry
283,Chettinad Fish Fry,"Pomfret, Curry Leaves, Black Pepper, Dry Red Chilies, Fennel Seeds, Turmeric, Tamarind, Garlic, Ginger",Non-Veg,Appetizer
284,Tandoori Fish Tikka,"Boneless Fish, Yogurt, Kashmiri Chili Powder, Black Pepper, Roasted Cumin, Mustard Oil, Lemon Juice, Butter, Chaat Masala",Non-Veg,Appetizer
285,Fish Koliwada (Mumbai Style),"Surmai Fish, Gram Flour, Ginger-Garlic Paste, Kashmiri Chili Powder, Green Chilies, Lemon Juice, Chat Masala",Non-Veg,Appetizer
286,Karimeen Pollichathu (Kerala),"Pearl Spot Fish, Banana Leaf, Shallots, Coconut Milk, Curry Leaves, Mustard Seeds, Green Chilies, Black Pepper",Non-Veg,Main
287,Pomfret Recheado (Goan Stuffed Fish),"Pomfret, Red Chilies, Tamarind, Vinegar, Garlic, Ginger, Coriander, Cumin, Black Pepper, Coconut Oil",Non-Veg,Main
288,Amritsari Fish Fry,"Fish Fillets, Gram Flour, Carom Seeds, Red Chili Powder, Ginger-Garlic Paste, Chaat Masala, Vinegar, Mustard Oil",Non-Veg,Appetizer
289,Bommidayila Pulusu (Andhra Fish Stew),"Anchovies, Tamarind, Curry Leaves, Mustard Seeds, Dry Red Chilies, Green Chilies, Black Pepper, Coriander Seeds",Non-Veg,Curry
290,Doi Maach (Bengali Yogurt Fish Curry),"Rohu Fish, Yogurt, Mustard Oil, Green Chilies, Bay Leaves, Garam Masala, Black Pepper, Ginger-Garlic Paste",Non-Veg,Curry
291,Fish Moilee (Kerala Coconut Fish Curry),"Seer Fish, Coconut Milk, Green Chilies, Curry Leaves, Black Pepper, Cardamom, Cloves, Cinnamon, Turmeric",Non-Veg,Curry
292,Bangda Fry (Mackerel Fry – Maharashtra),"Mackerel, Rice Flour, Red Chili Powder, Turmeric, Garlic, Ginger, Lemon Juice, Mustard Oil",Non-Veg,Appetizer
293,Macher Kalia (Rich Bengali Fish Curry),"Rohu Fish, Cashew Paste, Yogurt, Bay Leaf, Garam Masala, Tomato Puree, Green Chilies, Black Cardamom, Ghee",Non-Veg,Curry
294,Patrani Machhi (Parsi Fish Steamed in Banana Leaf),"Pomfret, Coriander Paste, Green Chilies, Lemon Juice, Garlic, Ginger, Coconut, Mustard Seeds",Non-Veg,Main
295,Bhetki Paturi (Bengali Mustard Fish in Banana Leaf),"Bhetki Fish, Mustard Paste, Mustard Oil, Poppy Seeds, Green Chilies, Banana Leaf, Turmeric",Non-Veg,Main
296,Fish Gassi (Mangalorean Style),"Kingfish, Coconut, Tamarind, Byadagi Chilies, Curry Leaves, Mustard Seeds, Garlic, Ginger, Turmeric",Non-Veg,Curry
297,Fish Biryani,"Seer Fish, Basmati Rice, Whole Spices (Cloves, Cardamom, Bay Leaf), Yogurt, Saffron, Ghee, Fried Onions, Green Chilies",Non-Veg,Rice
298,Bihari Fish Curry,"Rohu Fish, Mustard Paste, Poppy Seeds, Green Chilies, Turmeric, Mustard Oil, Garlic, Ginger",Non-Veg,Curry
299,Fish Cutlet,"Fish Fillets, Boiled Potatoes, Bread Crumbs, Black Pepper, Green Chilies, Coriander, Garam Masala, Egg",Non-Veg,Appetizer
300,Kolhapuri Fish Curry,"Surmai, Coconut, Black Pepper, Byadagi Chilies, Curry Leaves, Garlic, Ginger, Tamarind",Non-Veg,Curry
301,Nadan Fish Fry (Kerala Style),"Pearl Spot Fish, Turmeric, Kashmiri Chili Powder, Black Pepper, Curry Leaves, Garlic, Ginger",Non-Veg,Appetizer
302,Goan Prawn Balchao,"Prawns, Vinegar, Dry Red Chilies, Mustard Seeds, Green Chilies, Tamarind, Black Pepper, Garlic",Non-Veg,Curry
303,Goan Prawn Curry,"Prawns, Coconut Milk, Tamarind, Mustard Seeds, Green Chilies, Curry Leaves, Turmeric, Coriander Powder, Garlic, Ginger",Non-Veg,Curry
304,Mangalorean Prawn Sukka,"Prawns, Grated Coconut, Byadagi Chilies, Curry Leaves, Black Pepper, Mustard Seeds, Garlic, Ginger",Non-Veg,Main
305,Chettinad Prawn Masala,"Prawns, Curry Leaves, Black Pepper, Dry Red Chilies, Fennel Seeds, Coconut, Mustard Seeds, Tamarind",Non-Veg,Curry
306,Kerala Prawn Moilee,"Prawns, Coconut Milk, Green Chilies, Curry Leaves, Black Pepper, Cardamom, Cloves, Cinnamon, Turmeric",Non-Veg,Curry
307,Prawn Balchao (Goan Pickled Prawns),"Prawns, Vinegar, Dry Red Chilies, Mustard Seeds, Tamarind, Garlic, Ginger, Black Pepper",Non-Veg,Curry
308,Kolambi Bhaat (Maharashtrian Prawn Rice),"Prawns, Basmati Rice, Whole Spices (Bay Leaf, Cloves, Cardamom), Saffron, Ghee, Green Chilies",Non-Veg,Rice
309,Prawn Malai Curry (Bengali),"Prawns, Coconut Milk, Mustard Paste, Green Chilies, Mustard Oil, Bay Leaves, Garam Masala",Non-Veg,Curry
310,Squid Roast (Kerala Style),"Squid, Coconut Oil, Curry Leaves, Shallots, Black Pepper, Turmeric, Mustard Seeds, Green Chilies",Non-Veg,Main
311,Squid Masala Fry,"Squid, Black Pepper, Garlic, Ginger, Turmeric, Lemon Juice, Red Chili Powder, Curry Leaves",Non-Veg,Appetizer
312,Crab Xec Xec (Goan Crab Curry),"Mud Crab, Coconut, Tamarind, Mustard Seeds, Byadagi Chilies, Coriander, Garlic, Black Pepper",Non-Veg,Curry
313,Nandu Rasam (Tamil Nadu Crab Soup),"Crab, Black Pepper, Curry Leaves, Garlic, Tamarind, Tomato, Turmeric, Coriander Seeds",Non-Veg,Soup
314,Crab Masala Fry (Mangalore Style),"Crab, Byadagi Chilies, Black Pepper, Garlic, Ginger, Mustard Seeds, Turmeric, Coconut",Non-Veg,Appetizer
315,Tisrya Masala (Maharashtrian Clam Curry),"Clams, Coconut, Byadagi Chilies, Mustard Seeds, Curry Leaves, Turmeric, Green Chilies",Non-Veg,Curry
316,Rava Fried Prawns,"Prawns, Semolina, Black Pepper, Turmeric, Kashmiri Chili Powder, Mustard Seeds, Garlic",Non-Veg,Appetizer
317,Lobster Malai Curry (Bengali),"Lobster, Coconut Milk, Mustard Paste, Mustard Oil, Green Chilies, Garam Masala, Bay Leaves",Non-Veg,Curry
318,Lobster Tandoori,"Lobster, Yogurt, Kashmiri Chili Powder, Roasted Cumin, Mustard Oil, Lemon Juice, Chaat Masala",Non-Veg,Appetizer
319,Seaweed Soup (South Indian Style),"Dried Seaweed, Tamarind, Mustard Seeds, Black Pepper, Curry Leaves, Garlic, Green Chilies",Veg,Soup
320,Prawn Biryani,"Prawns, Basmati Rice, Whole Spices (Cloves, Cardamom, Bay Leaf), Yogurt, Fried Onions, Ghee",Non-Veg,Rice
321,Mussels Theeyal (Kerala Style),"Mussels, Coconut, Tamarind, Black Pepper, Dry Red Chilies, Mustard Seeds, Curry Leaves",Non-Veg,Curry
322,Goan Mussels Stir Fry,"Mussels, Coconut, Byadagi Chilies, Black Pepper, Garlic, Turmeric, Coriander",Non-Veg,Main
323,Oysters Masala Fry,"Oysters, Black Pepper, Curry Leaves, Garlic, Ginger, Mustard Seeds, Green Chilies, Turmeric",Non-Veg,Appetizer
324,Karwari Prawn Curry (Coastal Karnataka),"Prawns, Coconut Milk, Tamarind, Mustard Seeds, Byadagi Chilies, Green Chilies, Garlic",Non-Veg,Curry
325,Konju Varutharacha Curry (Fried Coconut Prawn Curry – Kerala),"Prawns, Fried Coconut, Curry Leaves, Mustard Seeds, Tamarind, Dry Red Chilies, Black Pepper",Non-Veg,Curry
326,Stuffed Crab (Goan Style),"Crab Meat, Coconut, Garlic, Ginger, Black Pepper, Green Chilies, Turmeric, Coriander",Non-Veg,Appetizer
327,Paneer Tikka,"Paneer, Yogurt, Kashmiri Chili Powder, Turmeric, Cumin, Coriander, Black Pepper, Chaat Masala",Veg,Appetizer
328,Tandoori Chicken,"Chicken, Yogurt, Kashmiri Chili Powder, Garam Masala, Roasted Cumin, Black Pepper, Lemon Juice",Non-Veg,Appetizer
329,Hyderabadi Biryani,"Basmati Rice, Whole Spices (Cardamom, Cloves, Bay Leaf, Star Anise), Saffron, Mint, Coriander, Ghee",Non-Veg,Rice
330,Rogan Josh,"Mutton, Kashmiri Chili, Fennel Powder, Dry Ginger, Cloves, Cardamom, Black Pepper, Mustard Oil",Non-Veg,Curry
331,Chettinad Chicken Curry,"Chicken, Black Pepper, Fennel Seeds, Cinnamon, Star Anise, Dry Red Chilies, Curry Leaves, Tamarind",Non-Veg,Curry
332,Masala Dosa,"Rice Batter, Urad Dal, Mustard Seeds, Curry Leaves, Green Chilies, Turmeric, Black Pepper, Coriander",Veg,Main
333,Chole Masala,"Chickpeas, Cumin, Coriander, Black Cardamom, Cinnamon, Bay Leaf, Anardana Powder, Dry Mango Powder",Veg,Curry
334,Dal Tadka,"Toor Dal, Cumin, Mustard Seeds, Dry Red Chilies, Asafoetida, Garlic, Turmeric, Black Pepper",Veg,Curry
335,Kadai Paneer,"Paneer, Bell Peppers, Kashmiri Chili Powder, Coriander Seeds, Cumin, Black Pepper, Bay Leaf",Veg,Curry
336,Palak Paneer,"Spinach, Paneer, Cumin, Black Pepper, Garam Masala, Cloves, Green Chilies, Garlic",Veg,Curry
337,Garam Masala Chai,"Black Tea, Cinnamon, Cloves, Green Cardamom, Black Pepper, Nutmeg, Ginger, Star Anise",Veg,Beverage
338,Panch Phoron Aloo,"Potatoes, Panch Phoron (Fenugreek, Nigella, Cumin, Fennel, Mustard), Dry Red Chilies, Turmeric",Veg,Side Dish
339,Rasam,"Tamarind, Black Pepper, Mustard Seeds, Curry Leaves, Garlic, Turmeric, Cumin, Dry Red Chilies",Veg,Soup
340,Sambhar,"Toor Dal, Tamarind, Mustard Seeds, Curry Leaves, Asafoetida, Black Pepper, Coriander, Fenugreek",Veg,Curry
341,Pesarattu,"Green Gram, Green Chilies, Ginger, Cumin, Coriander Leaves, Black Pepper, Curry Leaves",Veg,Main
342,Methi Thepla,"Whole Wheat Flour, Fenugreek Leaves, Cumin, Coriander, Black Pepper, Ajwain, Turmeric, Sesame Seeds",Veg,Flatbread
343,Mutton Pepper Fry,"Mutton, Black Pepper, Curry Leaves, Fennel Seeds, Green Chilies, Mustard Seeds, Dry Red Chilies",Non-Veg,Main
344,Baingan Bharta,"Roasted Eggplant, Mustard Seeds, Dry Red Chilies, Green Chilies, Cumin, Coriander, Garlic",Veg,Curry
345,Hing Jeera Aloo,"Potatoes, Asafoetida, Cumin, Black Pepper, Dry Mango Powder, Turmeric, Green Chilies",Veg,Side Dish
346,Pav Bhaji,"Potatoes, Tomatoes, Pav Bhaji Masala (Coriander, Cumin, Kashmiri Chili, Black Salt), Green Peas, Garlic",Veg,Main
347,Bisi Bele Bath,"Rice, Toor Dal, Tamarind, Cloves, Cinnamon, Black Pepper, Mustard Seeds, Curry Leaves",Veg,Rice
348,Shahi Paneer,"Paneer, Cardamom, Cloves, Nutmeg, Garam Masala, Saffron, Cashews, Black Pepper, Yogurt",Veg,Curry
349,Lemon Rice,"Basmati Rice, Mustard Seeds, Dry Red Chilies, Curry Leaves, Asafoetida, Turmeric, Lemon Juice",Veg,Rice
350,Panchmel Dal,"Five Lentils (Toor, Moong, Chana, Urad, Masoor), Cumin, Cloves, Dry Ginger, Mustard Seeds, Asafoetida",Veg,Curry
351,Kasuri Methi Chicken,"Chicken, Dried Fenugreek Leaves, Cumin, Black Pepper, Garam Masala, Green Chilies, Mustard Oil",Non-Veg,Curry
352,Gulab Jamun,"Khoya, Maida, Sugar, Cardamom, Rose Water, Saffron, Ghee",Veg,Dessert
353,Jalebi,"Maida, Sugar, Yogurt, Saffron, Cardamom, Ghee",Veg,Dessert
354,Rasgulla,"Paneer, Sugar, Cardamom, Rose Water",Veg,Dessert
355,Rasmalai,"Paneer, Sugar, Saffron, Cardamom, Milk, Almonds, Pistachios",Veg,Dessert
356,Kaju Katli,"Cashews, Sugar, Ghee, Cardamom",Veg,Sweet
357,Besan Ladoo,"Gram Flour, Sugar, Ghee, Cardamom, Nuts",Veg,Sweet
358,Mysore Pak,"Gram Flour, Sugar, Ghee",Veg,Sweet
359,Peda,"Khoya, Sugar, Cardamom, Saffron",Veg,Sweet
360,Sandesh,"Paneer, Sugar, Cardamom, Rose Water",Veg,Sweet
361,Modak,"Rice Flour, Jaggery, Coconut, Cardamom",Veg,Sweet
362,Malpua,"Maida, Sugar, Milk, Fennel Seeds, Saffron",Veg,Dessert
363,Kesari Bath,"Semolina, Sugar, Ghee, Saffron, Cardamom",Veg,Dessert
364,Payasam (Kheer),"Rice, Sugar, Milk, Cardamom, Saffron, Nuts",Veg,Dessert
365,Shrikhand,"Hung Curd, Sugar, Saffron, Cardamom, Almonds",Veg,Dessert
366,Puran Poli,"Wheat Flour, Jaggery, Chana Dal, Cardamom, Nutmeg",Veg,Sweet
367,Gajar Ka Halwa,"Carrots, Sugar, Milk, Ghee, Cardamom, Nuts",Veg,Dessert
368,Lapsi (Broken Wheat Halwa),"Broken Wheat, Sugar, Ghee, Cardamom, Nuts",Veg,Dessert
369,Chhena Poda,"Cottage Cheese, Sugar, Cardamom, Cashews, Raisins",Veg,Dessert
370,Balushahi,"Maida, Sugar, Ghee, Cardamom",Veg,Sweet
371,Patishapta,"Rice Flour, Jaggery, Coconut, Milk, Cardamom",Veg,Dessert
372,Unniyappam,"Rice Flour, Jaggery, Coconut, Banana, Cardamom, Sesame Seeds",Veg,Snack
373,Sohan Halwa,"Wheat Flour, Sugar, Milk, Cardamom, Almonds, Pistachios",Veg,Sweet
374,Tilgul Ladoo,"Sesame Seeds, Jaggery, Cardamom",Veg,Sweet
375,Narikol Laru,"Coconut, Jaggery, Cardamom",Veg,Sweet
376,Imarti,"Urad Dal, Sugar, Saffron, Ghee",Veg,Dessert
377,Garam Masala Chicken Curry,"Chicken, Garam Masala, Onion, Tomato, Ginger-Garlic, Green Chilies, Yogurt",Non-Veg,Curry
378,Paneer Tikka,"Paneer, Garam Masala, Red Chili Powder, Yogurt, Lemon, Kasuri Methi, Ginger-Garlic",Veg,Appetizer
379,Masala Dosa,"Rice Batter, Urad Dal, Turmeric, Mustard Seeds, Curry Leaves, Hing, Green Chilies, Potatoes",Veg,Main
380,Tandoori Chicken,"Chicken, Tandoori Masala, Yogurt, Red Chili Powder, Lemon, Garam Masala, Ginger-Garlic",Non-Veg,Main
381,Pav Bhaji,"Potatoes, Tomatoes, Pav Bhaji Masala, Butter, Green Peas, Capsicum, Onions, Lemon",Veg,Main
382,Chole Bhature,"Chickpeas, Chole Masala, Tomatoes, Onion, Ginger-Garlic, Bhature Flour",Veg,Main
383,Rogan Josh,"Mutton, Kashmiri Chili Powder, Garam Masala, Ginger, Yogurt, Fennel Powder, Cloves",Non-Veg,Curry
384,Dal Makhani,"Black Lentils, Butter, Cream, Garam Masala, Ginger, Tomatoes, Cumin, Garlic",Veg,Curry
385,Rajma Masala,"Kidney Beans, Rajma Masala, Tomatoes, Ginger-Garlic, Garam Masala, Cumin",Veg,Curry
386,Aloo Gobi,"Potatoes, Cauliflower, Turmeric, Cumin, Coriander Powder, Green Chilies, Mustard Seeds",Veg,Curry
387,Baingan Bharta,"Roasted Eggplant, Mustard Oil, Green Chilies, Tomatoes, Coriander Powder, Cumin",Veg,Curry
388,Chicken Biryani,"Basmati Rice, Chicken, Biryani Masala, Fried Onions, Cloves, Bay Leaves, Saffron",Non-Veg,Rice
389,Hyderabadi Dum Biryani,"Basmati Rice, Mutton, Biryani Masala, Yogurt, Saffron, Fried Onions, Ghee",Non-Veg,Rice
390,Pani Puri,"Semolina Puri, Tamarind, Pani Puri Masala, Black Salt, Cumin, Chaat Masala, Green Chilies",Veg,Snack
391,Dabeli,"Pav Bread, Dabeli Masala, Potatoes, Tamarind, Peanuts, Pomegranate, Sev",Veg,Snack
392,Kadhi Pakora,"Gram Flour, Yogurt, Turmeric, Curry Leaves, Mustard Seeds, Fenugreek Seeds, Red Chili",Veg,Curry
393,Malai Kofta,"Paneer, Potatoes, Garam Masala, Cashews, Cream, Cardamom, Saffron",Veg,Curry
394,Sarson Da Saag,"Mustard Leaves, Spinach, Makki Flour, Green Chilies, Ginger, Ghee",Veg,Main
395,Achari Paneer,"Paneer, Mustard Seeds, Fennel, Nigella Seeds, Red Chilies, Garam Masala, Yogurt",Veg,Curry
396,Spicy Kerala Fish Curry,"Fish, Kudampuli (Malabar Tamarind), Mustard Seeds, Curry Leaves, Coconut, Red Chili Powder",Non-Veg,Curry
397,Goan Prawn Balchao,"Prawns, Vinegar, Mustard Seeds, Goan Masala, Tamarind, Curry Leaves",Non-Veg,Curry
398,Chettinad Chicken Curry,"Chicken, Chettinad Masala, Star Anise, Peppercorns, Cloves, Curry Leaves, Tamarind",Non-Veg,Curry
399,Vindaloo,"Pork or Lamb, Vindaloo Masala, Vinegar, Garlic, Red Chilies, Ginger, Mustard Seeds",Non-Veg,Curry
400,Madras Curry,"Chicken or Vegetables, Madras Curry Powder, Coconut Milk, Tamarind, Cumin, Mustard Seeds",Non-Veg/Veg,Curry
401,Nankhatai (Indian Shortbread Cookies),"Flour, Ghee, Sugar, Cardamom, Baking Powder, Semolina",Veg,Biscuits
402,Eggless Atta Cake,"Whole Wheat Flour, Jaggery, Baking Soda, Baking Powder, Yogurt, Cardamom",Veg,Cakes
403,Mawa Cake,"Flour, Mawa (Khoya), Milk, Sugar, Butter, Cardamom, Baking Powder",Veg,Cakes
404,Jeera Biscuits,"Flour, Butter, Cumin Seeds, Baking Powder, Sugar, Milk",Veg,Biscuits
405,Shrewsbury Biscuits,"Flour, Butter, Sugar, Baking Powder, Vanilla Essence",Veg,Biscuits
406,Pineapple Pastry,"Flour, Butter, Sugar, Pineapple Essence, Whipped Cream, Baking Powder",Veg,Pastry
407,Rasgulla Cheesecake,"Paneer, Sugar, Condensed Milk, Flour, Butter, Baking Powder",Veg,Cheesecake
408,Semolina Cake (Rava Cake),"Semolina, Yogurt, Sugar, Baking Soda, Baking Powder, Cardamom",Veg,Cakes
409,Eggless Chocolate Cake,"Flour, Cocoa Powder, Condensed Milk, Baking Powder, Sugar, Butter",Veg,Cakes
410,Coconut Macaroons,"Desiccated Coconut, Condensed Milk, Sugar, Vanilla Essence, Baking Powder",Veg,Cookies
411,Banana Walnut Bread,"Flour, Bananas, Walnuts, Sugar, Baking Powder, Eggs (optional), Butter",Veg,Bread
412,Methi Khari Biscuits,"Flour, Butter, Methi (Fenugreek), Salt, Baking Powder",Veg,Biscuits
413,Elaichi (Cardamom) Cookies,"Flour, Butter, Sugar, Cardamom Powder, Baking Powder",Veg,Cookies
414,Bakarkhani,"Flour, Milk, Butter, Sugar, Cardamom, Yeast",Veg,Bread
415,Garlic Naan (Baked Version),"Flour, Yeast, Yogurt, Garlic, Butter, Salt",Veg,Bread
416,Stuffed Kulcha,"Flour, Yeast, Yogurt, Spiced Potato Stuffing, Butter",Veg,Bread
417,Masala Breadsticks,"Flour, Butter, Cumin, Chili Flakes, Baking Powder",Veg,Bread
418,Eggless Vanilla Cupcakes,"Flour, Butter, Sugar, Baking Powder, Vanilla Essence, Milk",Veg,Cakes
419,Pista Biscuits (Pistachio Cookies),"Flour, Pistachios, Butter, Sugar, Baking Powder",Veg,Biscuits
420,Savory Cheese Crackers,"Flour, Cheese, Butter, Chili Powder, Baking Powder",Veg,Crackers
421,Rose and Almond Cake,"Flour, Almonds, Rose Essence, Sugar, Baking Powder, Butter",Veg,Cakes
422,Kesar Pista Cake,"Flour, Saffron, Pistachios, Sugar, Baking Powder, Butter",Veg,Cakes
423,Eggless Brownies,"Flour, Cocoa Powder, Baking Powder, Condensed Milk, Butter, Chocolate",Veg,Brownies
424,Mango Mousse Cake,"Flour, Mango Puree, Whipped Cream, Baking Powder, Sugar",Veg,Cakes
425,Multigrain Bread,"Whole Wheat Flour, Ragi, Oats, Yeast, Baking Powder, Salt",Veg,Bread
426,Samosa,"Ready-Made Samosa Patti, Potatoes, Peas, Spices, Oil",Veg,Snacks
427,Kachori,"Ready-Made Kachori Dough, Moong Dal, Spices, Oil",Veg,Snacks
428,Spring Rolls (Indian Style),"Spring Roll Wrappers, Cabbage, Carrots, Noodles, Spices, Oil",Veg,Snacks
429,Paneer Puff Pastry,"Puff Pastry Sheets, Paneer, Onions, Spices, Butter",Veg,Baked
430,Chicken Puff,"Puff Pastry Sheets, Chicken, Spices, Butter",Non-Veg,Baked
431,Khari Biscuits,"Ready-Made Puff Pastry, Butter, Cumin Seeds",Veg,Biscuits
432,Mutton Patties,"Puff Pastry Sheets, Minced Mutton, Spices, Butter",Non-Veg,Baked
433,Frankie Roll,"Ready-Made Roti or Paratha, Paneer/Chicken, Sauces, Spices",Veg/Non-Veg,Wraps
434,Kathi Roll,"Ready-Made Paratha, Egg, Chicken/Paneer, Onions, Spices",Non-Veg/Veg,Wraps
435,Laccha Paratha,"Frozen Paratha, Butter, Flour",Veg,Bread
436,Rumali Roti,"Pre-Made Rumali Roti, Butter, Flour",Veg,Bread
437,Bakarkhani Roti,"Pre-Made Bakarkhani Dough, Sugar, Cardamom",Veg,Bread
438,Puran Poli,"Ready-Made Poli Dough, Chana Dal, Jaggery, Ghee",Veg,Desserts
439,Naan (Frozen Dough),"Frozen Naan Dough, Butter, Garlic, Herbs",Veg,Bread
440,Roti (Frozen Dough),"Frozen Roti Dough, Ghee, Flour",Veg,Bread
441,Methi Thepla (Frozen),"Pre-Made Thepla Dough, Methi Leaves, Spices, Ghee",Veg,Bread
442,Gujarati Fafda,"Ready-Made Fafda Dough, Gram Flour, Spices, Oil",Veg,Snacks
443,Jalebi (Instant Dough),"Instant Jalebi Mix, Sugar Syrup, Cardamom, Ghee",Veg,Desserts
444,Malabar Parotta (Frozen Dough),"Frozen Parotta Dough, Ghee, Flour",Veg,Bread
445,Litti Chokha (Pre-Made Dough),"Ready Litti Dough, Sattu (Roasted Gram Flour), Spices",Veg,Main
446,Chiroti,"Pre-Made Dough, Sugar Syrup, Cardamom, Ghee",Veg,Desserts
447,Gujiya (Pre-Made Dough),"Gujiya Patti, Mawa, Sugar, Nuts, Spices",Veg,Desserts
448,Puff Pastry Samosa,"Puff Pastry Sheets, Potato Filling, Spices, Butter",Veg,Snacks
449,Chakli (Instant Dough),"Chakli Mix, Cumin, Spices, Oil",Veg,Snacks
450,Modak (Ready Dough),"Ready Modak Dough, Coconut, Jaggery, Cardamom",Veg,Desserts
451,Khichdi,"Rice, Moong Dal, Turmeric, Ghee, Cumin, Ginger, Green Chilies, Curry Leaves, Asafoetida, Salt, Water",Veg,Main
452,Pulao,"Basmati Rice, Carrots, Beans, Peas, Potatoes, Whole Spices (Bay Leaf, Cloves, Cinnamon, Cardamom), Ghee",Veg,Rice
453,Biryani,"Basmati Rice, Chicken/Mutton/Vegetables, Yogurt, Onions, Ginger-Garlic Paste, Mint, Saffron, Whole Spices",Non-Veg/Veg,Rice
454,Masala Dosa,"Rice, Urad Dal, Potato, Mustard Seeds, Curry Leaves, Turmeric, Green Chilies, Coconut Chutney, Sambar",Veg,Breakfast
455,Idli,"Rice, Urad Dal, Fenugreek Seeds, Water, Salt, Coconut Chutney, Sambar",Veg,Breakfast
456,Appam,"Rice Flour, Coconut Milk, Yeast, Sugar, Salt, Water",Veg,Breakfast
